,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.5114156176180303,1.270005338848721,236.68635086282728,0.0,0.0,0.0,0.0,0.0,3.3350732676230894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.467647390909726,0.0,-1.0,-1.0,1743.0644
1,1.3832804447443423,0.682865585315843,237.87752525066236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.211145112484544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,356.8688
2,0.8033604680684062,0.6722617149903941,238.11576012822937,0.0,0.0,0.0,3.79101732255446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,377.5086
3,0.8705222827083468,2.777366611022666,236.44811598526027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.507177815122774,0.0,2.467647390909726,1.837694376866235,-1.0,-1.0,5778.4782
4,0.2422103867008415,3.1579931119567832,238.71134732214688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.693454531863075,0.0,0.0,0.0,0.0,0.0,1.233823695454863,0.0,-1.0,-1.0,2356.932
5,0.8157713569481212,0.5194809211004748,238.11576012822937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.507177815122774,0.0,0.0,0.0,-1.0,-1.0,865.54
6,2.466322874927508,3.342121837330531,236.44811598526027,0.0,0.0,0.0,3.79101732255446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.467647390909726,1.837694376866235,-1.0,-1.0,4613.994
7,0.2635161257819507,2.2706768483364845,239.3069345160644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8614149048260558,0.0,0.0,2.467647390909726,0.9188471884331176,-1.0,-1.0,2410.8618
8,0.4634192025653245,1.6489913737162047,239.3069345160644,3.8046774292878753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.467647390909726,0.9188471884331176,-1.0,-1.0,1948.1308
9,0.3145588902287618,3.072241185947363,239.3069345160644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.207252374427939,0.0,0.0,0.0,0.0,0.0,0.0,2.467647390909726,0.9188471884331176,-1.0,-1.0,1937.478
10,0.5214170203042423,1.6595952440416537,237.99664268944585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.207252374427939,0.0,0.0,0.0,0.0,0.0,0.0,2.467647390909726,2.756541565299353,-1.0,-1.0,210.3928
11,1.4239892865595871,4.062814075867042,236.44811598526027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.207252374427939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.756541565299353,-1.0,-1.0,255.0014
12,0.5660034724857564,3.845696952942832,239.0686996384974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8614149048260558,0.0,0.0,1.233823695454863,0.0,-1.0,-1.0,4541.4218
